book.delta.v1.0.2.10.1,book.delta.v1.0.2.10.5,book.delta.v1.0.2.2.1,book.delta.v2.0.2.10.5,book.imbalance.0.2.10.1,book.imbalance.0.2.5.1,trade.indicator.v1.0.2.5.1.power,trade.indicator.v1.0.2.5.1.sqrt,trade.indicator.v1.0.2.5.5.power,trade.indicator.v1.0.2.5.5.sqrt
1.44E-06,7.79E-06,4.63E-06,8.71E-06,1.30E-08,3.85E-09,8.77E-05,6.17E-06,2.72E-05,6.68E-05
